PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Loading,Loading_Number,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4
27043769,Biomaterials,2016,10.1016/j.biomaterials.2016.03.030,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Peptide,1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Liver,3,Multiple,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None
27045357,Biomaterials,2016,10.1016/j.biomaterials.2016.03.015,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Other,None,None,None
27064259,Nanoscale,2016,10.1039/c5nr08980h,Inorganic,Gold,Systemic,IV,2,Positive,Spherical,Other,1,Other,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Lung,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Other,None,None,None
27070992,Biomaterials,2016,10.1016/j.biomaterials.2016.03.040,Inorganic,Gold,Systemic,IV,4,Neutral,Spherical,Polymer,>1,Other,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,82.42004,117.3,48.3,30.3,Liver,Kidney,Lung,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Fluorescence,None,None,None
27071335,Nanomedicine,2016,10.1016/j.nano.2016.03.009,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer-mAb,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Brain,3,Multiple,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
27089478,ACS Appl Mater Interfaces,2016,10.1021/acsami.5b12329,Inorganic,Gold,Systemic,IV,4,NA,Spherical,Polymer,1,Other,1,40,3,NA,NA,NA,NA,Allograft heterotopic,Liver,1,Single,99.79585,348.6,56.2,41.9,Lung,Spleen,Heart,Other,None,None,Single,Therapy,Photoacoustic,None,None,None
27090165,J Control Release,2016,10.1016/j.jconrel.2016.04.015,Inorganic,Iron_oxide,Systemic,IV,3,Neutral,Spherical,Other,1,Other,>1,4,1,NA,8.57,Yes,NA,Xenograft heterotopic,Cervix,1,Single,NA,121.1201867,100.4667445,36.17269545,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Therapy,None,None,None,None
27109431,Nanoscale,2016,10.1039/c5nr09193d,Inorganic,Iron_oxide,Systemic,IV,2,NA,Other,Polymer,>1,None,None,NA,NA,NA,15.5,Yes,1,Allograft heterotopic,Breast,1,Single,NA,219.0730838,125.9358289,33.85026738,Liver,Spleen,Lung,None,None,None,None,Diagnostic,PET,MRI,Photoacoustic,None
27151564,Nanomedicine,2016,10.1016/j.nano.2016.04.013,Inorganic,Silica,Systemic,Other,2,Negative,Spherical,None,None,Drugs,1,10,2,NA,NA,NA,NA,Xenograft heterotopic,Pancreas,1,Single,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
27162075,Biomaterials,2016,10.1016/j.biomaterials.2016.04.030,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Polymer,1,Drugs,>1,3,1,NA,NA,NA,NA,Xenograft orthotopic,Breast,1,Single,99.96398559,NA,NA,NA,NA,NA,NA,Photothermal therapy,Photodynamic therapy,None,Multiple,Therapy,None,None,None,None
27236844,Biomaterials,2016,10.1016/j.biomaterials.2016.05.017,Inorganic,Gold,Systemic,IV,1,Negative,Spherical,Nucleic acid-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,7,Multiple,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,None,None,None
27244691,Biomaterials,2016,10.1016/j.biomaterials.2016.05.023,Inorganic,Gold,Systemic,IV,4,NA,Rod,Polymer-peptide,>1,Drugs,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,86.93972,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
27271875,Nanoscale,2016,10.1039/c6nr03525f,Inorganic,Silica,Systemic,Other,3,Positive,Spherical,Polymer,>1,Drugs,1,136,4,NA,NA,NA,NA,Xenograft heterotopic,Lung,3,Multiple,85.10028653,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
27294601,Small,2016,10.1002/smll.201503961,Inorganic,Gold,Local,Intratumoral,3,Positive,Spherical,Other,>1,None,None,1.8,1,NA,NA,NA,NA,Allograft heterotopic,Cervix,15,Multiple,79.65,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
27310916,Biomaterials,2016,10.1016/j.biomaterials.2016.06.007,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,Polymer-Drugs,>1,Drugs,1,NA,NA,NA,NA,NA,1,Xenograft heterotopic,Ovary,1,Single,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
27356586,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b05677,Inorganic,Gold,Local,Intratumoral,4,Negative,Spherical,Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,22.02797,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Photoacoustic,None,None,None
27376560,Biomaterials,2016,10.1016/j.biomaterials.2016.06.037,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Drugs,>1,Other,1,250,4,NA,NA,NA,NA,Xenograft heterotopic,Breast,NA,NA,99.38271605,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,MRI,None,None,None
27381000,Nanoscale,2016,10.1039/c6nr03143a,Inorganic,Gold,Systemic,IV,3,NA,Spherical,Polymer,>1,None,None,600,4,NA,NA,NA,NA,Xenograft heterotopic,Lung,1,Single,NA,2625,837.5,341.7,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,Fluorescence,MRI,CT,None
27396404,Nanoscale,2016,10.1039/c6nr02448c,Inorganic,Iron_oxide,Systemic,IV,2,Positive,Spherical,Polymer-Drugs,>1,None,None,NA,NA,Yes,NA,NA,NA,Allograft orthotopic,Brain,4,Multiple,98.39007022,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
27412458,Nanoscale,2016,10.1039/c6nr02618d,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer,1,None,None,NA,NA,NA,5,Yes,NA,Xenograft orthotopic,Breast,1,Single,NA,365.6,101,78.4,Spleen,Liver,Heart,None,None,None,None,Diagnostic,Other,CT,None,None
27420116,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04885,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer,1,Drugs,1,5,1,Yes,NA,NA,NA,Xenograft heterotopic,Breast,5,Multiple,81.48148148,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
27428929,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04639,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer-peptides,>1,None,None,10,2,NA,0.16,Yes,NA,Xenograft heterotopic,Brain,3,Multiple,100,222.8571429,38.57142857,27.14285714,Liver,Kidney,Spleen,Photothermal therapy,None,None,Single,Theragnostic,MRI,CT,None,None
27434031,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04827,Inorganic,Gold,Systemic,IV,4,Positive,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,NA,526.5,279.2,241.7,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,Other,CT,None,None
27441571,J Am Chem Soc,2016,10.1021/jacs.6b04299,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Polymer,1,Drugs,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,49.1622575,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
27449744,J Control Release,2016,10.1016/j.jconrel.2016.07.026,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,None,None,Other,>1,500,4,NA,5.66,Yes,NA,Allograft heterotopic,Colon,1,Single,NA,404.4169611,226.5017668,NA,Spleen,Liver ,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None
27449950,Biomaterials,2016,10.1016/j.biomaterials.2016.06.033,Inorganic,Gold,Local,Intratumoral,NA,NA,Other,Polymer,1,None,None,40,3,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,95.60541,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,Thermal imaging,None,None,None
27487574,Biomaterials,2016,10.1016/j.biomaterials.2016.07.030,Inorganic,Iron_oxide,Local,Intratumoral,2,Negative,Other,None,None,None,None,16,3,NA,NA,NA,NA,Allograft heterotopic,Liver,1,Single,93.10346911,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None
27513184,Nano Lett,2016,10.1021/acs.nanolett.6b02786,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,None,None,Drugs-NPs,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Other,3,Multiple,89.13624221,69.21352759,31.20399059,27.38040301,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
27541372,Nano Lett,2016,10.1021/acs.nanolett.6b02261,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,None,None,Drugs-NPs,>1,NA,NA,NA,5.6,Yes,NA,Allograft heterotopic,Colon,1,Single,NA,262.1428571,206.9642857,58.39285714,Spleen,Liver,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,CT,None,None
27543919,Biomaterials,2016,10.1016/j.biomaterials.2016.08.015,Inorganic,Iron_oxide,Local,Intratumoral,3,NA,Spherical,Polymer,1,Nanoparticle,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,100,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Theragnostic,MRI,None,None,None
27552319,Biomaterials,2016,10.1016/j.biomaterials.2016.08.014,Inorganic,Gold,Systemic,IV,2,Negative,Other,Polymer-Drugs,>1,NA,NA,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Lung,1,Single,NA,17.8,16.4,5.6,Liver,Heart,Kidney,Chemotherapy,None,None,Single,Theragnostic,Other,None,None,None
27573135,Biomaterials,2016,10.1016/j.biomaterials.2016.08.030,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,None,None,Nanoparticle,1,70,4,NA,3.08,Yes,NA,Allograft heterotopic,Breast,1,Single,NA,461.038961,355.8441558,93.83116883,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,None,None,None,None
27576159,ACS Nano,2016,10.1021/acsnano.6b03874,Inorganic,Gold,Systemic,IV,2,Negative,Other,Polymer-Nucleic acid,>1,None,None,10,2,NA,8.6,Yes,NA,Xenograft heterotopic,Breast,1,Single,99.23896,537.9,316.2,69.5,Spleen,Liver,Kidney,Photothermal therapy,Gene therapy,None,Multiple,Therapy,None,None,None,None
27590214,J Control Release,2016,10.1016/j.jconrel.2016.08.041,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-Nucleic acid,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,3,Multiple,62.93996,NA,NA,NA,NA,NA,NA,Gene therapy,None,None,Single,Therapy,None,None,None,None
27614161,Biomaterials,2016,10.1016/j.biomaterials.2016.08.039,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Drugs,>1,None,None,25,3,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,87.31231231,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
27619078,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b08400,Inorganic,Silica,NA,NA,2,Negative,Spherical,Vitamins,1,Drugs,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
27619238,Biomaterials,2016,10.1016/j.biomaterials.2016.08.051,Inorganic,Gold,Local,Intratumoral,2,Positive,Spherical,Polymer,1,None,None,12,3,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,97.2615,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,CT,None,None
27622711,Nano Lett,2016,10.1021/acs.nanolett.6b02670,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Peptide,>1,Nanoparticle,1,NA,NA,NA,NA,NA,1,Xenograft heterotopic,Colon,1,Single,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Diagnostic,Fluorescence,None,None,None
27643533,Nano Lett,2016,10.1021/acs.nanolett.6b02547,Inorganic,Gold,Systemic,IV,4,Negative,Spherical,Polymer,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Skin,4,Multiple,88.77677,26.7,11.3,5.9,Liver,Kidney,Lung,Ultrasound,None,None,Single,Therapy,Fluorescence,None,None,None
27657487,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b10255,Inorganic,Silica,Local,Intratumoral,3,Negative,Spherical,Other,1,Drugs,>1,NA,NA,NA,160,Yes,NA,Xenograft heterotopic,Breast,3,Multiple,77.32997481,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,None,None,None,None
27668795,Nat Nanotechnol,2016,10.1038/nnano.2016.168,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Breast,1,Single,52.50532018,NA,NA,NA,NA,NA,NA,None,None,None,None,Theragnostic,MRI,None,None,None
27672010,Small,2016,10.1002/smll.201602526,Inorganic,Gold,Systemic,IV,1,NA,Spherical,None,None,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,NA,63.6,37.7,33.8,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,Fluorescence,MRI,CT,None
27714144,Nanoscale,2016,10.1039/c6nr05781k,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Other,4,Multiple,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
27731621,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b06883,Inorganic,Hybrid,Systemic,IV,2,NA,Spherical,Polymer,>1,Other,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,99.99363057,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,CT,Fluorescence,None,None
27738498,Nano Res,2016,10.1007/s12274-016-1028-7,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Vitamins,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Prostate,1,Single,NA,47.78820375,28.28418231,23.9,Liver,Skin,Lung,None,None,None,None,Theragnostic,MRI,None,None,None
27758098,ACS Nano,2016,10.1021/acsnano.6b02231,Inorganic,Gold,Systemic,Other,2,Negative,Spherical,None,None,None,None,4,1,NA,NA,NA,NA,Xenograft orthotopic,Pancreas,>15,Multiple,57.82846,29.6,26.6,2.1,Spleen,Liver,Lung,Other,None,None,Single,Therapy,None,None,None,None
27786323,Nanoscale,2016,10.1039/c6nr07172d,Inorganic,Gold,Local,Intratumoral,3,Negative,Spherical,Vitamins,1,None,None,4,1,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,99.64706,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
27793687,J Control Release,2016,10.1016/j.jconrel.2016.10.021,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer-Drugs,>1,None,None,NA,NA,Yes,1,Yes,NA,Xenograft heterotopic,Colon,4,Multiple,68.23108155,NA,NA,NA,Liver,Lung,Heart,Chemotherapy,None,None,Single,Theragnostic,MRI,CT,None,None
27837682,Biomaterials,2017,10.1016/j.biomaterials.2016.10.027,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,Vitamins,>1,Drugs-NPs,>1,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Cervix,3,Multiple,93.47193642,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
27862808,Angew Chem Int Ed Engl,2016,10.1002/anie.201608338,Inorganic,Hybrid,Systemic,IV,4,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Photoacoustic,None,None
27871990,J Control Release,2017,10.1016/j.jconrel.2016.11.021,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Proteins-Drugs,>1,None,None,0.000009,1,Yes,NA,NA,NA,Xenograft heterotopic,Colon,2,Multiple,93,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,None,None,None,None
27874119,Nanoscale,2016,10.1039/c6nr07062k,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer,>1,Drugs,>1,5,1,NA,4.3,Yes,NA,Xenograft orthotopic,Breast,NA,NA,NA,24.1,11.8,5.9,Liver,Lung,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,CT,None,None
27879041,Small,2017,10.1002/smll.201602747,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,None,None,Drugs,1,8.5,2,Yes,NA,NA,NA,Allograft heterotopic,Breast,1,Single,99.44751381,NA,NA,NA,Liver,kidney,Lung,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
27882633,Angew Chem Int Ed Engl,2016,10.1002/anie.201609043,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Proteins,1,NA,NA,56,4,NA,NA,NA,1,NA,NA,1,Single,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Diagnostic,None,None,None,None
27910990,Nanoscale,2017,10.1039/c6nr07004c,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer,1,Drugs,1,59,4,Yes,NA,NA,NA,Xenograft heterotopic,Cervix,4,Multiple,83.83673469,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
27921316,Adv Mater,2017,10.1002/adma.201604894,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Polymer,>1,None,None,10,2,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,98.55297,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Photoacoustic,None,None,None
27933825,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b07770,Inorganic,Hybrid,Local,Intratumoral,2,NA,Other,Vitamins,>1,Other,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,24.31507,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
27934068,ACS Nano,2016,10.1021/acsnano.6b05070,Inorganic,Gold,Systemic,IV,2,Neutral,Spherical,Drugs,>1,None,None,NA,NA,NA,7.52,Yes,NA,Xenograft orthotopic,Brain,5,Multiple,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,Photoacoustic,None,None
27934080,ACS Nano,2016,10.1021/acsnano.6b06051,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,None,None,Nanoparticle,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Lung,2,Multiple,66.89667058,NA,NA,NA,Liver,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
27936417,Biomaterials,2017,10.1016/j.biomaterials.2016.11.057,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Glycosides,>1,Drugs,1,36,3,NA,NA,NA,NA,Allograft heterotopic,Other,NA,NA,97.19101124,NA,NA,NA,NA,NA,NA,Photodynamic therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
27936561,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b12865,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Other,1,Other,1,200,4,NA,NA,NA,NA,Xenograft orthotopic,Cervix,1,Single,77.08333333,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
27939904,Biomaterials,2017,10.1016/j.biomaterials.2016.11.056,Inorganic,Gold,Systemic,IV,2,Negative,Other,Glycosides,1,Drugs,>1,8,2,NA,NA,NA,2,Allograft heterotopic,Skin,1,Single,97.96187,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Fluorescence,None,None,None
27960458,Nano Lett,2016,10.1021/acs.nanolett.6b03122,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Drugs,>1,None,None,25,3,Yes,NA,NA,NA,Xenograft heterotopic,Colon,1,Single,97.36456808,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
27991503,Nat Commun,2016,10.1038/ncomms13818,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-mAb,>1,None,None,NA,NA,NA,NA,NA,4,Xenograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,None,None,None,None
27997794,ACS Nano,2017,10.1021/acsnano.6b05949,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,>1,Other,1,1,1,NA,NA,NA,NA,Xenograft heterotopic,Cervix,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Photoacoustic,None,None,None
28005331,ACS Nano,2017,10.1021/acsnano.6b05630,Inorganic,Iron_oxide,Systemic,IV,4,Neutral,Spherical,Polymer-Proteins,>1,Drugs,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,4,Multiple,92.88246912,194.2833985,55.71374082,15.71469438,Liver,Lung,Spleen,Chemotherapy,None,None,Single,Therapy,None,None,None,None
28024382,ACS Nano,2016,10.1021/acsnano.6b05113,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Other,1,Drugs,1,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Breast,1,Single,100,57.2,43.1,22.1,Kidney,Liver,Lung,Photodynamic therapy,Photothermal therapy,None,Multiple,Therapy,Fluorescence,None,None,None
28045496,ACS Nano,2017,10.1021/acsnano.6b06815,Inorganic,Iron_oxide,Systemic,IV,4,NA,Spherical,Polymer,1,Drugs,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,84.17043205,344.0298507,37.31343284,20.14925373,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,Ultrasound,None,None
28049064,Biomaterials,2017,10.1016/j.biomaterials.2016.12.027,Inorganic,Gold,Local,Intratumoral,3,NA,Spherical,None,None,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Lung,1,Single,NA,33,33,16,Liver,Kidney,Lung,None,None,None,None,Diagnostic,Fluorescence,MRI,CT,None
28068066,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b13351,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer,>1,None,None,1,1,NA,2.16,Yes,NA,Allograft heterotopic,Colon,3,Multiple,58.73929,2291.2,818.1,698.1,Liver,Spleen,Lung,Photodynamic therapy,Photothermal therapy,None,Multiple,Therapy,Fluorescence,None,None,None
28094297,Nat Commun,2017,10.1038/ncomms14069,Inorganic,Gold,Local,Intratumoral,1,NA,Spherical,Peptide,>1,None,None,12,3,NA,NA,NA,NA,Allograft orthotopic,Skin,1,Single,98.29894,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Therapy,None,None,None,None
28107631,ACS Nano,2017,10.1021/acsnano.6b06658,Inorganic,Gold,Systemic,IV,2,Negative,Rod,Polymer-Drugs,>1,None,None,1.6,1,NA,23.2,Yes,NA,Xenograft heterotopic,Cervix,2,Multiple,97.92412,124.5,117.9,23.2,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
28118704,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b15185,Inorganic,Hybrid,Local,Intratumoral,3,Negative,Spherical,Polymer,1,Other,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,99.49109415,1280.7,691.4,628.7,Spleen,Liver,Lung,Photothermal therapy,None,None,Single,Theragnostic,Ultrasound,CT,Photoacoustic,Thermal imaging
28131043,Biomaterials,2017,10.1016/j.biomaterials.2017.01.021,Inorganic,Silica,Systemic,IV,3,Negative,Rod,Polymer,>1,Drugs,1,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Breast,1,Single,97.02970297,1.3,1.1,0.9,Liver,Kidney ,Lung,Photothermal therapy,Photodynamic therapy,None,Multiple,Theragnostic,Photoacoustic,Other,None,None
28134383,Nanoscale,2017,10.1039/c6nr08172j,Inorganic,Gold,Systemic,IV,2,Neutral,Other,Polymer,1,None,None,2.7,1,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,26.35253,NA,NA,NA,NA,NA,NA,Radiotherapy,None,None,Single,Therapy,None,None,None,None
28145723,Nano Lett,2017,10.1021/acs.nanolett.6b05055,Inorganic,Silica,Systemic,IV,1,Neutral,Spherical,Peptide,>1,Other,1,420,4,NA,1.8,Yes,NA,Xenograft heterotopic,Lung,2,Multiple,98.23321555,43,5.9,5.8,Kidney,Spleen,Liver,Other,None,None,Single,Theragnostic,MRI,CT,None,None
28150848,Nanoscale,2017,10.1039/c7nr00033b,Inorganic,Iron_oxide,Systemic,IV,4,NA,Spherical,None,None,Drugs-NPs,>1,NA,NA,Yes,27.4,Yes,NA,Allograft heterotopic,Breast,1,Single,92.91637871,109.4890511,67.88321168,51.56934307,Liver,Spleen,Kidney,Photodynamic therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,Fluorescence,None,None
28152380,Biomaterials,2017,10.1016/j.biomaterials.2017.01.007,Inorganic,Gold,Systemic,IV,2,NA,Other,Antibody,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Ovary,1,Single,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Theragnostic,Photoacoustic,None,None,None
28186215,Nanoscale,2017,10.1039/c7nr00089h,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
