PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_(nm),Size details,Zeta_Potential_(mV),Shape,Coating,Coating details,Loading,Loading details,Core,,Dose_(mg/kg),Dose_other data,IC50,Delivery_Efficiency_(%ID/g),Distribution Half-life_(h),Elimination Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy,Study strategy,Imaging,Treated tumor,Control tumor,Tumor_Reduction_(%),Obs,Muscle,Heart,Liver,Spleen,Lung,Brain,Kidney,Bladder,Skin,Colon,Tumor,Ratio - Muscle,Ratio - Heart,Ratio - Liver,Ratio - Spleen,Ratio - Lung,Ratio - Brain,Ratio - Kidney,Ratio - Bladder,Ratio - Skin,Ratio - Colon,,,,,,,,,,,,,,,,,,,,,,,
31588724,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b15751,Inorganic,Silica,Local,Intratumoral,140.5 x 65.9,lenght x width ,23.3,Spherical,Polymer-mAb,"Silica, Polyethylenimine and Avastin (antibody)",Drugs,Cisplatin,Gold,,12,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,1,92,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Chemotherapy,Theragnostics,Infrared,3.8,47.5,92,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28660943,Nanoscale,2017,10.1039/c7nr01677h,Inorganic,Silica,Not available,Not available,150,,20,Spherical,Polymer-Drugs,Chitosan and Folic Acid,Drugs,Ursolic acid,Silica,,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,1,76.11111111,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,387,1620,76.11111111,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27151564,Nanomedicine,2016,10.1016/j.nano.2016.04.013,Inorganic,Silica,Systemic,IP,100,,-37,Spherical,None,,Drugs,Paclitaxel,Silica,,10,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Pancreas,1,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,Not available,Not available ,#VALUE!,More focused on biodistribution,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
30773883,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b21820,Inorganic,Silica,Systemic,IV,200,,-17.6,Spherical,Polymer-Nucleic acids,PEG and TLS11a Aptamer,Drugs,"Black phsophorus Quantum dots, Platinum",Silica,,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Liver,1,84.48795181,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,103,664,84.48795181,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28131043,Biomaterials,2017,10.1016/j.biomaterials.2017.01.021,Inorganic,Silica,Systemic,IV,200,,-14.5,Rod,Polymer,"PEG, AuNanoRods",Drugs,Chlorine e6,Silica,,0.87,of Chlorin e6 (LC not available),Not available,Not available,Not available,Not available,Allograft orthotopic,Breast,1,97.02970297,1.3,1.1,0.9,Liver,Kidney ,Lung,Photothermal + Photodynamic therapy,Theragnostics,Photoacustic/NIR,0.3,10.1,97.02970297,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25038495,Nanomedicine,2015,10.1016/j.nano.2014.07.004,Inorganic,Silica,Systemic,IV,150,,-6.5,Spherical,Polymer,PEG,Drugs,Cisplatin (polysilsesquioxane core (PSQ)),Other,,2.3,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Lung,1,70.49180328,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy + Radiotherapy,Therapy,,1.8,6.1,70.49180328,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28755539,Biomaterials,2017,10.1016/j.biomaterials.2017.07.030,Inorganic,Silica,Systemic,IV,202,,7.0,Spherical,Polymer-Drugs,Chitosan and lactobionic acid ,Drugs,Ursolic acid and sorafenib ,Silica,,78,,Not available,Not available,Not available,Not available,Allograft heterotopic,Liver,Not clear,68.51851852,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,1.7,5.4,68.51851852,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26618618,Small,2016,10.1002/smll.201503121,Inorganic,Silica,Systemic,IV,155,,Not available,Spherical,Vitamins,"Folic Acid, TDA (hydrophilic segment),  DBA (hydrophobic) and a pH-Sensitive segment ",Drugs,Doxorubicin,Silica,,253,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,Not available,99.59183673,48.5,34.8,30.4,Bladder,Kidney,Liver,Chemotherapy,Theragnostics,Fluorescence,0.4,98,99.59183673,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28590113,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b05278,Inorganic,Silica,Systemic,IV,262,,-12.3,Spherical,Vitamins,Folic acid and lipids,Drugs,Dacarbazine,Silica,,44,,Not available,Not available,Not available,Not available,Allograft heterotopic,Skin,12,88.0952381,Not available,Not available,Not available,Liver,Kidney,Intestine,Chemotherapy,Therapy,,5,42,88.0952381,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
31939276,ACS Appl Mater Interfaces,2020,10.1021/acsami.9b21214,Inorganic,Silica,Systemic,IV,200,,-19,Spherical,Polymer-Peptides,DSPE-PEG and RGD,nucleic acids,siPlk1 and miR-200c,Silica,,1,,Not available,Not available,Not available,Not available,Xenograft orthotopic,Breast,6,93.7398374,Not available,Not available,Not available,Not available,Not available,Not available,Gene Therapy,Therapy,,77,1230,93.7398374,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28737393,J Am Chem Soc,2017,10.1021/jacs.7b05559,Inorganic,Silica,Systemic,IV,Not available,,Not available ,Spherical,Polymer,PEG,Drugs,Manganese ferrite NP Chlorin e6,Silica,,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Brain,Not available,91.11111111,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Therapy,,2,22.5,91.11111111,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28145723,Nano Lett,2017,10.1021/acs.nanolett.6b05055,Inorganic,Silica,Systemic,IV,4.5,,-3.6,Spherical,Peptide,DOTA and Bismuth,Other,Gadolinium,Silica,,420,,Not available,1.8,Not available,Not available,Xenograft heterotopic,Lung,2,98.23321555,43,5.9,5.8,Kidneys,Spleen,Liver,Radiotherapy,Theragnostics,MR/CT,0.5,28.3,98.23321555,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25453972,Biomaterials,2015,10.1016/j.biomaterials.2014.10.001,Inorganic,Silica,Local,Intratumoral,340,,Not available,Spherical,Other,,Drugs,Bi2S3 Nanodots and Doxorubicin ,Silica,,5,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Prostate,1,88.59375,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy + Radiotherapy,Therapy,,0.73,6.4,88.59375,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28673852,Nanomedicine,2017,10.1016/j.nano.2017.06.017,Inorganic,Silica,Systemic,IV,17.5,,Not clear,Spherical,Polymer-Nucleic acids,PEG and Aptamer,Drugs,5-FU and gemcitabine in calcium phosphosilicate NP,Other,,Not available ,,Not available,Not available,Not available,Not available,Xenograft orthotopic,Pancreas,12,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,Not available,Not available ,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25843647,ACS Nano,2015,10.1021/nn507241v,Inorganic,Silica,Local,Intratumoral,18.3,,33,Spherical,Antibody,TRC105 and Copper-64,Other,CuS,Other,,33,,Not available,6,Not available,Not available,Allograft heterotopic,Breast,1,99.98886414,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal,Theragnostics,PET,0.1,898,99.98886414,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
24083623,ACS Nano,2013,10.1021/nn403617j,Inorganic,Silica,Systemic,IV,168,,-2.5,Spherical,Polymer-mAb,TRC1005 (endoglin antibody) and Chu64 and PEG 5k,Drugs,Doxorubicin,Silica,,50,,Not available,5.7,Not available,Not available,Xenograft heterotopic,Breast,Not available,#VALUE!,18.3,9.4,7.2,Liver ,Intestine,Kidney,Chemotherapy,Theragnostics,PET/CT,Not available,Not available ,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26807551,Small,2016,10.1002/smll.201503392,Inorganic,Silica,Local,Other,100,100 nm (hydrophobic). NP were used to label tumor cells before tumor induction ,22.3,Spherical,Polymer,Polyethylenimine ,Other,Hydrophobic dyes (DiI) ,Silica,,Not available,Not available,Not available,Not available,Not available,Not available,Xenograft orthotopic,Breast,Not available,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Diagnostic,Fluorescence,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
31594932,Nat Commun,2019,10.1038/s41467-019-12506-w,Inorganic,Silica,Local,Intratumoral,Not available,only in supplementary,Not available (SI),Spherical,Other,Silica,nucleic acids-drugs,Upconversion NP loaded with zinc phtalocyanine (photosensitizer) and siRNA SOD,Other,,Not available ,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Other,,80.43478261,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic + Gene Therapy,Therapy,,1.8,9.2,80.43478261,Squamous cell carcinoma tongue,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28902490,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b08806,Inorganic,Silica,Local,Intratumoral,290,bare NP (both size and ZP),-12.13,Spherical,None,,Drugs,Doxorubicin,Silica,,4,,0.32 uM,Not available,Not available,Not available,Xenograft heterotopic,Prostate,12,79.50310559,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,264,1288,79.50310559,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26773665,Biomaterials,2016,10.1016/j.biomaterials.2016.01.008,Inorganic,Silica,Systemic,IV,150,Approximately (they do not refer the size or ZP of final NP),18,Spherical,Polymer,PEG and B-Cyclodextrin,Drugs,Doxorubicin,Silica,,23,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Liver,9,86.1971831,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,98,710,86.1971831,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
30273749,Biomaterials,2018,10.1016/j.biomaterials.2018.09.039,Inorganic,Silica,Systemic,IV,151,,,Spherical,Other,magnetic silica and Fe,Drugs,Doxorubicin,Other,,Not available,,Not available,Not available,Not available,Not available,Allograft orthotopic,Breast,Not available,62.27045075,Not available,Not available,Not available,Liver,Kidney ,Lung,Chemotherapy,Theragnostics,MR imaging,452,1198,62.27045075,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25988726,Biomaterials,2015,10.1016/j.biomaterials.2015.05.003,Inorganic,Silica,Systemic,IV,Not available,By TEM pictures should have around 150 nm ,Not available,Spherical,Other,Small Lantanide doped NP grafted onto the orifices of Mesoporous silica NP,Drugs,Doxorubicin,Silica,,5,of Doxorubicin (LC and EE not available),Not available,Not available,Not available,Not available,Allograft heterotopic,Liver,4,86.59574468,24.8,18.7,4.4,spleen,Liver,Lung,Chemotherapy,Theragnostics,MR imaging,1.89,14.1,86.59574468,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26219919,Nanoscale,2015,10.1039/c5nr04006j,Inorganic,Silica,Systemic,IV,208,,28.4,Spherical,Polymer,Silica and Polyethylenimine,Other,Upconversion NP (core) and Hg2+responsive -Ruthenium complex,Other,,9,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,#VALUE!,Not available,Not available,Not available,Liver,Kidney ,Lung,Not available,Diagnostic,MRI/Luminescence,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26519651,Biomaterials,2016,10.1016/j.biomaterials.2015.10.053,Inorganic,Silica,Systemic,IV,103,Size before coating,3.3,Spherical,Polymer,"Platinum, PEG-RGD and Beta-cyclodextrin",Drugs,Doxorubicin,Other,,37,,,13.8,,,Allograft heterotopic,Cervix,7,89.05687545,9.4,6.6,0.25,spleen,Liver,Lung,Chemotherapy + Magnetic field,Theragnostics,MR imaging,152,1389,89.05687545,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
30543291,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b19304,Inorganic,Silica,Not available,Not available,142,Only physicochemical characterization,Not available,Spherical,Other,Silica,Other,Upconversion NP (core) and Bismuth,Other,,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal,Theragnostics,CT/Luminescence,Not available,Not available,#VALUE!,Only physicochemical characterization,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23841723,ACS Appl Mater Interfaces,2013,10.1021/am4014693,Inorganic,Silica,Not applicable,Not applicable,120,The influence of protein corona on the transport of molecules into cells by mesoporous silica nps,-30.5,Spherical,None,,None,Empty,Silica,,,Not available,Not available,Not available,Not available,Not available,Not available,Liver,,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,#VALUE!,In vitro characterization of the protein corona effect,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
29022987,Nanoscale,2017,10.1039/c7nr04983h,Inorganic,Silica,Systemic,IV,100,Measured by TEM,41.9,Spherical,Other,"Silica, DTPA modified with Gadolinium",Other,Core Platinum NPs,Other,,15,Not available,Not available,Not available,Not available,Not available,Xenograft orthotopic,Breast,Not available,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Theragnostics,MR imaging,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26974603,Nanoscale,2016,10.1039/c5nr09112h,Inorganic,Silica,Not applicable,Not applicable,88.9,,-25.8,Spherical,Peptide,RGD peptide,None,,Silica,,,Not applicable,Not available,Not applicable,Not applicable,Not applicable,Not applicable,Brain,Not applicable,#VALUE!,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,#VALUE!,Only in vitro studies,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
30668088,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b19565,Inorganic,Silica,Systemic,IV,210,,-28.6,Rod,Glycosides,Gadolinium Beta-cyclodextrin,None,,Gold,,1.27,ug Gd/kg mice (No loading capacity described),Not available,Not available,Not available,Not available,Allograft heterotopic,Breast,1,95.65217391,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Photodynamic therapy,Theragnostics,NIR Fluorescence/CT/MRI/Optoacoustic tomography,0.3,6.9,95.65217391,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
24703718,Biomaterials,2014,10.1016/j.biomaterials.2014.03.030,Inorganic,Silica,Systemic,IV,400,,34.7,Spherical,Peptide,Gd-DTPA and RGD,None,Empty,Silica,,16,,,"5,6 mg Gd/ kg organ ",Not available,Not available,Xenograft heterotopic,Prostate,1,#VALUE!,10.8,7.7,5.4,Liver,Lung,Kidney,Not applicable,Diagnostic,US/MRI,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
30211537,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b14554,Inorganic,Silica,Systemic,Sub-cutaneous,101.2,,-13.8,Spherical,Proteins,Transferrin,Other,Quantum Dots,Silica,,70,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,MRI/Fluorescence,Not applicable,Not applicable,#VALUE!,Not tested on a tumor model. Just wild type,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26780591,Small,2016,10.1002/smll.201502119,Inorganic,Silica,,,,Review about Protocells (Mesoporous silica nP-supported Lipid Bilayers),,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
29480962,Angew Chem Int Ed Engl,2018,10.1002/anie.201712996,Inorganic,Silica,Systemic,IV,91.2,,,Spherical,Other,Red blood cell vesicles,Drugs,Manetic colloids and hypocrellin,Silica,,0.45,,,1.20%,Not available,Not available,Allograft heterotopic,Breast,1,98.79518072,2.7,1.3,0.9,Liver,spleen,Kidney,Photodynamic therapy,Therapy,,0.1,8.3,98.79518072,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26732130,Angew Chem Int Ed Engl,2016,10.1002/anie.201510409,Inorganic,Silica,Systemic,IV,110,Approximately by TEM ,Not available,Spherical,Polymer,"Janus Octupus type, Silica, PEG and Lactobionic acid",Drugs,Doxorubicin,Gold,,Not available,,Not available,Not available,Not available,Not available,Allograft heterotopic,Liver,Not available,96.02409639,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Chemotherapy,Therapy,,198,4980,96.02409639,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
29140684,ACS Nano,2017,10.1021/acsnano.7b07486,Inorganic,Silica,Systemic,IV,203,Lenght,,Spherical,Polymer-Drugs,PEG-Folic Acid Janus (Gold-Silica),Drugs,Doxorubcin,Silica,,,,9.39,Not available,Not available,Not available,Xenograft heterotopic,Liver,6,99.15966387,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy + Radiotherapy,Theragnostics,CT imaging,0.01,1.19,99.15966387,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27874119,Nanoscale,2016,10.1039/c6nr07062k,Inorganic,Silica,Systemic,IV,145.3,,-10.8,Spherical,Polymer,PEG and DTPA-Tc 99m ,Drugs,Manganese Oxide and Doxorubicin,Silica,,5,of Manganese (LC not available),,4.3,Not available,Not available,Xenograft orthotopic,Breast,Not available,#VALUE!,24.1,11.8,5.9,Liver,Lung,Kidney,Chemotherapy,Theragnostics,MR/CT,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
21892492,Nanoscale,2011,10.1039/c1nr10580a,Inorganic,Silica,Systemic,IV,120,,Not available,Spherical,None,,Drugs,Doxorubicin,Silica,,5,,0.05,0.8,Not available,Not available,Xenograft heterotopic,Breast,1,#VALUE!,12.4,2.2,2.1,Liver,Spleen,Kidney,Chemotherapy,Therapy,,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26225796,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b05618,Inorganic,Silica,Systemic,IV,80,,9.7,Spherical,Peptide,PEGA-pVEC peptide (breast tumor-homing cell penetrating peptide,Drugs,Epigallocathechin-3-gallata,Silica,,100,of EGCG,Not available,Not available,Not available,Not available,Allograft orthotopic,Breast,6,72.05588822,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,2.8,10.02,72.05588822,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25966745,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b01787,Inorganic,Silica,Systemic,IV,87,Approximately by TEM ,-40,Spherical,Nucleic acids,Aptamer sgc8 and Silver,Drugs,Paclitaxel,Silica,,1,of Paclitaxel,Not available,Not available,Not available,Not available,Xenograft heterotopic,Other,10,99.47368421,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,0.02,3.8,99.47368421,Lymphoblastic leukemia,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26998895,ACS Appl Mater Interfaces,2016,10.1021/acsami.5b12031,Inorganic,Silica,Systemic,IV,400,,-28,Spherical,None,,Drugs,Doxorubicin,Silica,,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,Not available,31.14754098,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,420,610,31.14754098,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27936417,Biomaterials,2017,10.1016/j.biomaterials.2016.11.057,Inorganic,Silica,Systemic,IV,53.7,,-19.3,Spherical,Glycosides,Hyaluronic Acid-B-cyclodextrin-TPPS-Gadolinium,Drugs,Tirapazamina,Silica,,36,,Not available,Not available,Not available,Not available,Allograft heterotopic,Other,Not available,97.19101124,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic + Chemotherapy,Theragnostics,MR imaging,0.5,17.8,97.19101124,Squamous cell carcinoma,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
