PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Total_Coating_Steps,Total_Coating_Steps_Group,Covalent,Electrostatic,Targeting_Type,Bioconjugation_nature,Bioconjugation_tech,PEG_Coat,PEG_Coat_tech,Loading,Loading_Number,Drug type,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation_(%)_group,Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4,Combined_Imaging_Applications,Combined_Therapy_Applications,Combined_Applications,Combined_Applications_Grouped
27420116,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04885,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer,1,5,High,5,0,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,5,1,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,5,Multiple,81.48148148,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27428929,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04639,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer-peptide,>1,3,Medium,1,2,Active,Covalent,Covalent - In_Shell,PEGylated,Covalent - In_Shell,None,None,,10,2,NA,0.16,Yes,NA,Xenograft heterotopic,Immunocompromised,Brain,,3,Multiple,100,Very High,222.8571429,38.57142857,27.14285714,High,Liver,Kidney,Spleen,Photothermal therapy,None,None,Single,Theragnostic,MRI,CT,None,None,2,1,3,High
27434031,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04827,Inorganic,Gold,Systemic,IV,4,Positive,Spherical,Polymer,>1,5,High,3,2,Active,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,NA,NA,526.5,279.2,241.7,Very High,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,Other,CT,None,None,2,0,2,Regular
27441571,J Am Chem Soc,2016,10.1021/jacs.6b04299,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - Silane,Drugs,>1,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,1,Single,49.1622575,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
27449744,J Control Release,2016,10.1016/j.jconrel.2016.07.026,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,,500,4,NA,5.66,Yes,NA,Allograft heterotopic,Immunocompetent,Colon,,1,Single,NA,NA,404.4169611,226.5017668,NA,High,Spleen,Liver ,NA,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None,2,0,2,Regular
27449950,Biomaterials,2016,10.1016/j.biomaterials.2016.06.033,Inorganic,Gold,Local,Intratumoral,NA,NA,Other,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,40,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,95.60541,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,Thermal,None,None,None,1,1,2,Regular
27487574,Biomaterials,2016,10.1016/j.biomaterials.2016.07.030,Inorganic,Iron_oxide,Local,Intratumoral,2,Negative,Other,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,None,None,,16,3,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Liver,,1,Single,93.10346911,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
27513184,Nano Lett,2016,10.1021/acs.nanolett.6b02786,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,3,Multiple,89.13624221,Medium,69.21352759,31.20399059,27.38040301,Medium,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
27541372,Nano Lett,2016,10.1021/acs.nanolett.6b02261,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,Taxane,NA,NA,NA,5.6,Yes,NA,Allograft heterotopic,Immunocompetent,Colon,,1,Single,NA,NA,262.1428571,206.9642857,58.39285714,High,Spleen,Liver,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,CT,None,None,2,1,3,High
27543919,Biomaterials,2016,10.1016/j.biomaterials.2016.08.015,Inorganic,Iron_oxide,Local,Intratumoral,3,NA,Spherical,Polymer,1,2,Low,2,0,Passive,None,None,PEGylated,Covalent - EDC,Other,>1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,100,Very High,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
27552319,Biomaterials,2016,10.1016/j.biomaterials.2016.08.014,Inorganic,Gold,Systemic,IV,2,Negative,Other,Polymer-Drugs,>1,2,Low,2,0,Passive,None,None,PEGylated,Covalent - ThiolGold,NA,NA,Topoisomerase inhibitor ,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Lung,,1,Single,NA,NA,17.8,16.4,5.6,Low,Liver,Heart,Kidney,Chemotherapy,None,None,Single,Theragnostic,Other,None,None,None,1,1,2,Regular
27573135,Biomaterials,2016,10.1016/j.biomaterials.2016.08.030,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,1,,70,4,NA,3.08,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,461.038961,355.8441558,93.83116883,High,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,Other,None,None,None,1,0,1,Regular
27576159,ACS Nano,2016,10.1021/acsnano.6b03874,Inorganic,Gold,Systemic,IV,2,Negative,Other,Polymer-Nucleic acid,>1,3,Medium,0,3,Passive,None,None,Non PEGylated,None,None,None,,10,2,NA,8.6,Yes,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,1,Single,99.23896,Very High,537.9,316.2,69.5,Very High,Spleen,Liver,Kidney,Photothermal therapy,Gene therapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
27590214,J Control Release,2016,10.1016/j.jconrel.2016.08.041,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-Nucleic acid,>1,7,Very High,7,0,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,3,Multiple,62.93996,Low,NA,NA,NA,NA,NA,NA,NA,Gene therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27614161,Biomaterials,2016,10.1016/j.biomaterials.2016.08.039,Inorganic,Iron_oxide,Systemic,IV,3,NA,Spherical,Drugs,>1,3,Medium,0,3,Passive,None,None,Non PEGylated,None,None,None,Anti-malarial,25,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,87.31231231,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
27619078,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b08400,Inorganic,Silica,NA,NA,2,Negative,Spherical,Vitamins,1,3,Medium,0,3,Active,Covalent,Covalent - EDC,Non PEGylated,None,Drugs,>1,Natural product,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27619238,Biomaterials,2016,10.1016/j.biomaterials.2016.08.051,Inorganic,Gold,Local,Intratumoral,2,Positive,Spherical,Polymer,1,3,Medium,3,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,12,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,,1,Single,97.2615,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,CT,None,None,2,1,3,High
27622711,Nano Lett,2016,10.1021/acs.nanolett.6b02670,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Peptide,>1,2,Low,0,2,Passive,None,None,PEGylated,Covalent - In_Shell,Other,1,,NA,NA,NA,NA,NA,1,Xenograft heterotopic,Immunocompromised,Colon,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Diagnostic,Fluorescence,None,None,None,1,1,2,Regular
27643533,Nano Lett,2016,10.1021/acs.nanolett.6b02547,Inorganic,Gold,Systemic,IV,4,Negative,Spherical,Polymer,>1,3,Medium,2,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Skin,,4,Multiple,88.77677,Medium,26.7,11.3,5.9,Low,Liver,Kidney,Lung,Ultrasound,None,None,Single,Therapy,Fluorescence,None,None,None,1,1,2,Regular
27657487,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b10255,Inorganic,Silica,Local,Intratumoral,3,Negative,Spherical,Other,1,1,Low,1,0,Passive,None,None,Non PEGylated,None,Drugs,>1,,NA,NA,NA,160,Yes,NA,Xenograft heterotopic,Immunocompromised,Breast,Metastatic,3,Multiple,77.32997481,Medium,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,None,None,None,None,0,1,1,Regular
27668795,Nat Nanotechnol,2016,10.1038/nnano.2016.168,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Polymer,1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Breast,,1,Single,52.50532018,Low,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Theragnostic,MRI,None,None,None,1,0,1,Regular
27672010,Small,2016,10.1002/smll.201602526,Inorganic,Gold,Systemic,IV,1,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,63.6,37.7,33.8,Medium,Liver,Spleen,Kidney,None,None,None,None,Diagnostic,Fluorescence,MRI,CT,None,3,0,3,High
27714144,Nanoscale,2016,10.1039/c6nr05781k,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Drugs,>1,2,Low,0,2,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,Alkaloid,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Other,,4,Multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27731621,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b06883,Inorganic,Hybrid,Systemic,IV,2,NA,Spherical,Polymer,>1,3,Medium,2,1,Passive,None,None,PEGylated,Covalent - ThiolGold,Other,1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,1,Single,99.99363057,Very High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,CT,Fluorescence,None,None,2,1,3,High
27738498,Nano Res,2016,10.1007/s12274-016-1028-7,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Vitamins,>1,1,Low,0,1,Passive,None,None,PEGylated,Electrostatic,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Prostate,,1,Single,NA,NA,47.78820375,28.28418231,23.9,Low,Liver,Skin,Lung,None,None,None,None,Theragnostic,MRI,None,None,None,1,0,1,Regular
27758098,ACS Nano,2016,10.1021/acsnano.6b02231,Inorganic,Gold,Systemic,Other,2,Negative,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,None,None,,4,1,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Pancreas,,>15,Multiple,57.82846,Low,29.6,26.6,2.1,Low,Spleen,Liver,Lung,Other,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27786323,Nanoscale,2016,10.1039/c6nr07172d,Inorganic,Gold,Local,Intratumoral,3,Negative,Spherical,Vitamins,1,3,Medium,3,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,Anthracycline,4,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,99.64706,Very High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
27793687,J Control Release,2016,10.1016/j.jconrel.2016.10.021,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer-Drugs,>1,6,High,4,2,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,Alkylating agent,NA,NA,Yes,1,Yes,NA,Xenograft heterotopic,Immunocompromised,Colon,,4,Multiple,68.23108155,Low,NA,NA,NA,NA,Liver,Lung,Heart,Chemotherapy,None,None,Single,Theragnostic,MRI,CT,None,None,2,1,3,High
27862808,Angew Chem Int Ed Engl,2016,10.1002/anie.201608338,Inorganic,Hybrid,Systemic,IV,4,NA,Spherical,Polymer,1,4,Medium,1,3,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,Photoacoustic,None,None,2,0,2,Regular
27874119,Nanoscale,2016,10.1039/c6nr07062k,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer,>1,5,High,4,1,Passive,None,None,PEGylated,Covalent - NHS,Drugs,>1,Anthracycline,5,1,NA,4.3,Yes,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,NA,NA,NA,NA,24.1,11.8,5.9,Low,Liver,Lung,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,CT,None,None,2,1,3,High
27882633,Angew Chem Int Ed Engl,2016,10.1002/anie.201609043,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Proteins,1,1,Low,1,0,Passive,None,None,Non PEGylated,None,NA,NA,,56,4,NA,NA,NA,1,NA,NA,NA,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Diagnostic,None,None,None,None,0,1,1,Regular
27933825,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b07770,Inorganic,Hybrid,Local,Intratumoral,2,NA,Other,Vitamins,>1,5,High,2,3,Active,Covalent,Covalent - EDC,Non PEGylated,None,Other,1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,1,Single,24.31507,Low,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27934068,ACS Nano,2016,10.1021/acsnano.6b05070,Inorganic,Gold,Systemic,IV,2,Neutral,Spherical,Drugs,>1,6,High,6,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,Anthracycline,NA,NA,NA,7.52,Yes,NA,Xenograft orthotopic,Immunocompromised,Brain,,5,Multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,Photoacoustic,None,None,2,1,3,High
27934080,ACS Nano,2016,10.1021/acsnano.6b06051,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,2,Multiple,66.89667058,Low,NA,NA,NA,NA,Liver,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27936561,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b12865,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Other,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Other,1,,200,4,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Cervix,,1,Single,77.08333333,Medium,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27960458,Nano Lett,2016,10.1021/acs.nanolett.6b03122,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Drugs,>1,6,High,4,2,Active,Electrostatic,Electrostatic,Non PEGylated,None,None,None,Anthracycline,25,3,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,1,Single,97.36456808,High,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27991503,Nat Commun,2016,10.1038/ncomms13818,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-mAb,>1,5,High,4,1,Active,Covalent,Covalent - Imine-like,PEGylated,Covalent - EDC,None,None,,NA,NA,NA,NA,NA,4,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28024382,ACS Nano,2016,10.1021/acsnano.6b05113,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Other,1,6,High,5,1,Passive,None,None,Non PEGylated,None,Drugs,1,,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,1,Single,100,Very High,57.2,43.1,22.1,Medium,Kidney,Liver,Lung,Photodynamic therapy,Photothermal therapy,None,Multiple,Therapy,Fluorescence,None,None,None,1,2,3,High
26774219,J Control Release,2016,10.1016/j.jconrel.2016.01.016,Inorganic,Aluminum,Systemic,Other,3,Positive,Other,Drugs,1,2,Medium,0,2,Passive,None,None,Non PEGylated,None,Drugs,1,Estrogen receptor modulator,NA,NA,NA,NA,NA,25,Allograft orthotopic,Immunocompetent,Breast,Metastatic,11,Multiple,92.17391,High,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Therapy,None,None,None,None,0,0,0,Regular
27300300,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04738,Inorganic,Hybrid,Systemic,IV,1,NA,Spherical,Other,1,3,Medium,0,3,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,NA,NA,NA,NA,NA,NA,Liver,Kidney,Spleen,None,None,None,None,Diagnostic,MRI,Fluorescence,None,None,2,0,2,Regular
27837682,Biomaterials,2017,10.1016/j.biomaterials.2016.10.027,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,Vitamins,>1,7,Very High,6,1,Active,Covalent,Covalent - EDC,Non PEGylated,None,Other,>1,Anthracycline,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,3,Multiple,93.47193642,High,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
27871990,J Control Release,2017,10.1016/j.jconrel.2016.11.021,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Proteins-Drugs,>1,3,Medium,3,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - ThiolGold,None,None,,0.000009,1,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,2,Multiple,93,High,NA,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27879041,Small,2017,10.1002/smll.201602747,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,8.5,2,Yes,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,99.44751381,Very High,NA,NA,NA,NA,Liver,Kidney,Lung,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
27910990,Nanoscale,2017,10.1039/c6nr07004c,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer,1,6,High,5,1,Passive,None,None,Non PEGylated,None,Drugs,1,Taxane,59,4,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,4,Multiple,83.83673469,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
27921316,Adv Mater,2017,10.1002/adma.201604894,Inorganic,Gold,Systemic,IV,2,NA,Spherical,Polymer,>1,3,Medium,3,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,10,2,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,98.55297,Very High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Photoacoustic,None,None,None,1,1,2,Regular
27936417,Biomaterials,2017,10.1016/j.biomaterials.2016.11.057,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Glycosides,>1,8,Very High,6,2,Passive,None,None,Non PEGylated,None,Drugs,1,Hypoxic cytotoxin,36,3,NA,NA,NA,NA,Allograft heterotopic,Immunocompromised,Other,,NA,NA,97.19101124,High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None,1,2,3,High
27939904,Biomaterials,2017,10.1016/j.biomaterials.2016.11.056,Inorganic,Gold,Systemic,IV,2,Negative,Other,Glycosides,1,4,Medium,3,1,Active,Covalent,Covalent - ThiolGold,PEGylated,Covalent - ThiolGold,Drugs,>1,Anthracycline,8,2,NA,NA,NA,2,Allograft heterotopic,Immunocompromised,Skin,,1,Single,97.96187,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Fluorescence,None,None,None,1,2,3,High
27997794,ACS Nano,2017,10.1021/acsnano.6b05949,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,>1,6,High,5,1,Passive,None,None,PEGylated,Covalent - Silane,Other,1,,1,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Photoacoustic,None,None,None,1,0,1,Regular
28005331,ACS Nano,2017,10.1021/acsnano.6b05630,Inorganic,Iron_oxide,Systemic,IV,4,Neutral,Spherical,Polymer-Proteins,>1,6,High,4,2,Active,Covalent,Covalent - In_Shell,PEGylated,Covalent - In_Shell,Drugs,1,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,4,Multiple,92.88246912,High,194.2833985,55.71374082,15.71469438,Medium,Liver,Lung,Spleen,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28045496,ACS Nano,2017,10.1021/acsnano.6b06815,Inorganic,Iron_oxide,Systemic,IV,4,NA,Spherical,Polymer,1,1,Low,0,1,Passive,None,None,Non PEGylated,None,Drugs,1,Biologic,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,1,Single,84.17043205,Medium,344.0298507,37.31343284,20.14925373,High,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Theragnostic,MRI,Ultrasound,None,None,2,1,3,High
28049064,Biomaterials,2017,10.1016/j.biomaterials.2016.12.027,Inorganic,Gold,Local,Intratumoral,3,NA,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,1,Single,NA,NA,33,33,16,Low,Liver,Kidney,Lung,None,None,None,None,Diagnostic,Fluorescence,MRI,CT,None,3,0,3,High
28068066,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b13351,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer,>1,3,Medium,3,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,1,1,NA,2.16,Yes,NA,Allograft heterotopic,Immunocompetent,Colon,,3,Multiple,58.73929,Low,2291.2,818.1,698.1,Very High,Liver,Spleen,Lung,Photodynamic therapy,Photothermal therapy,None,Multiple,Therapy,Fluorescence,None,None,None,1,2,3,High
28094297,Nat Commun,2017,10.1038/ncomms14069,Inorganic,Gold,Local,Intratumoral,1,NA,Spherical,Peptide,>1,3,Medium,3,0,Active,Covalent,Covalent - ThiolGold,Non PEGylated,None,None,None,,12,3,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Skin,,1,Single,98.29894,High,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28107631,ACS Nano,2017,10.1021/acsnano.6b06658,Inorganic,Gold,Systemic,IV,2,Negative,Rod,Polymer-Drugs,>1,4,Medium,3,1,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,1.6,1,NA,23.2,Yes,NA,Xenograft heterotopic,Immunocompromised,Cervix,,2,Multiple,97.92412,High,124.5,117.9,23.2,Medium,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
28118704,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b15185,Inorganic,Hybrid,Local,Intratumoral,3,Negative,Spherical,Polymer,1,5,High,4,1,Passive,None,None,PEGylated,Covalent - ThiolGold,Other,1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,99.49109415,Very High,1280.7,691.4,628.7,Very High,Spleen,Liver,Lung,Photothermal therapy,None,None,Single,Theragnostic,Ultrasound,CT,Photoacoustic,Thermal,4,1,5,Very High
28131043,Biomaterials,2017,10.1016/j.biomaterials.2017.01.021,Inorganic,Silica,Systemic,IV,3,Negative,Rod,Polymer,>1,2,Low,1,1,Passive,None,None,PEGylated,Covalent - ThiolGold,Drugs,1,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompromised,Breast,Metastatic,1,Single,97.02970297,High,1.3,1.1,0.9,Low,Liver,Kidney,Lung,Photothermal therapy,Photodynamic therapy,None,Multiple,Theragnostic,Photoacoustic,Other,None,None,2,2,4,High
28134383,Nanoscale,2017,10.1039/c6nr08172j,Inorganic,Gold,Systemic,IV,2,Neutral,Other,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,2.7,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,26.35253,Low,NA,NA,NA,NA,NA,NA,NA,Radiotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
